Time,Module_Stirring,Module_Dosing,Module_Heating,Module_HC10_Y22,Module_HC10_Y21,Module_HC10_Y20,Module_HC10_Y17,Module_HC10_N13,Module_HC10_N12,Module_Agitator,Module_HC10_T15_1,Module_HeatingTank,Module_Tank,Module_HC10_T15,Module_HC10_T10,Module_HC10_L11,Module_HC10_F16,HC20HC40_Stirring,HC20HC40_TransportHC20,HC20HC40_Storage,HC20HC40_TransportHC40,HC20HC40_HC20N12,HC20HC40_HC20Y14,HC20HC40_HC20Y15,HC20HC40_HC20Y18,HC20HC40_HC20Y17,HC20HC40_FIHC20F13,HC20HC40_HC20Y16,HC20HC40_YXHC20Y16_1,HC20HC40_LIHC20L10,HC20HC40_HC20N11,HC20HC40_HC40Y18,HC20HC40_FIHC40F17,HC20HC40_HC40N14,HC20HC40_HC40Y13,HC20HC40_HC40Y16,HC20HC40_FIHC40F15,HC20HC40_LIHC40L10,HC20HC40_LIHC40L11,HC20HC40_LBHC40L12,HC20HC40_Stirring,HC20HC40_TransportHC20,HC20HC40_Storage,HC20HC40_TransportHC40
Tue Aug 12 16:13:03 2025,Idle,Idle,Completed,False,False,False,0.0,0,0,0,1.0,False,False,24.0,23.616336822509766,36.599998474121094,0.0,Idle,Idle,Not used,Not used,0,0.0,False,False,False,0.08247995376586914,False,False,334.32666015625,0,0.0,0.0,0,False,0.0,0.0,25.58365249633789,11667.0,False,Idle,Idle,Not used,Not used
